"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000158517",327.095830487418,1.83888552690475,0.479602011042702,3.83419060922374,0.000125978426781741,0.012942719566839,"NCF1","653361"
"ENSG00000235354",7.28597965524291,1.45408588072715,0.433188317339103,3.35670613108635,0.000788768999188968,0.0449484486589375,NA,NA
"ENSG00000257743",13.9955554235214,1.61680497049621,0.464865920378457,3.47800279525747,0.000505164656951651,0.0335618768962253,"MGAM2","93432"
"ENSG00000229200",12.7866328466541,2.60946372826267,0.714668477826603,3.6512926052068,0.000260923758032018,0.021335534983695,NA,NA
"ENSG00000230099",11.5653409964015,2.95478901764959,0.813256217187298,3.63328180615566,0.000279839097258937,0.0223258020426039,NA,NA
"ENSG00000211747",34.3179760336272,2.09300003524349,0.553620119076266,3.78057076165464,0.000156469238610205,0.0152809074795366,NA,NA
"ENSG00000232869",30.0010864349164,2.4664842487394,0.631828126867861,3.90372657350096,9.47227903713304e-05,0.01018656996219,NA,NA
"ENSG00000211772",2131.75106296208,1.55447951478311,0.462442928288791,3.36145158611303,0.00077533947595745,0.0446831518392055,NA,NA
"ENSG00000232533",122.240487404565,0.984020086254723,0.262286602092724,3.75169786944303,0.000175641051711236,0.0166380254561152,NA,NA
"ENSG00000245281",83.1750883659239,-0.762497187875529,0.223564277394442,-3.41063964584212,0.000648106859409769,0.0404920235557746,"LOC101929066","101929066"
"ENSG00000167034",78.5962974852773,0.849833779500913,0.175841286136812,4.83295930194519,1.34518294973151e-06,0.000290454424724059,"NKX3-1","4824"
"ENSG00000168081",67.4489699488532,3.19860277529279,0.687754579395618,4.65079095235345,3.30664379537407e-06,0.000667073147566049,"PNOC","5368"
"ENSG00000120875",385.581276931936,1.06119373470922,0.291008804269776,3.64660353617844,0.000265729436622881,0.0214117497649655,"DUSP4","1846"
"ENSG00000169495",28.8570283648682,1.52162663015908,0.414180396856731,3.6738258056318,0.000238945660880187,0.0200728880711447,"HTRA4","203100"
"ENSG00000019549",838.333008892155,0.873962191649187,0.262520754428424,3.32911656281054,0.000871219342124234,0.0478028053317829,"SNAI2","6591"
"ENSG00000137571",50.0704194567555,2.01204542714345,0.523985706872653,3.83988608993193,0.000123091409668941,0.0127415744585401,"SLCO5A1","81796"
"ENSG00000154589",184.264781549988,0.813301380522631,0.241531993870729,3.36726148568922,0.000759186661972064,0.0442666686995441,"LY96","23643"
"ENSG00000180938",197.670808895068,-0.689588042851536,0.190167593007399,-3.62621218445303,0.000287609054230462,0.0225182409088428,"ZNF572","137209"
"ENSG00000177335",437.761720727496,-0.808063829830042,0.229224212810332,-3.52521149455822,0.00042314481441109,0.0298302811284136,"C8orf31","286122"
"ENSG00000197646",136.524398648394,0.736895823511337,0.212400251505829,3.46937359201345,0.00052167349050989,0.0341652275235059,"PDCD1LG2","80380"
